townhall.com : huffingtonpost.com : 54
townhall.com : ft.com : 88
townhall.com : wsj.com : 1260
townhall.com : theatlantic.com : 247
townhall.com : factcheck.org : 52
townhall.com : washingtonpost.com : 78
townhall.com : nytimes.com : 58
townhall.com : economist.com : 397
townhall.com : theguardian.com : 6
townhall.com : lawfareblog.com : 0
townhall.com : econlib.org : 0
townhall.com : hoover.org : 65
townhall.com : fivethirtyeight.com : 9
townhall.com : nationalreview.com : 196
townhall.com : slate.com : 179
townhall.com : motherjones.com : 64
townhall.com : csmonitor.com : 6
townhall.com : dailykos.com : 56
townhall.com : brookings.edu : 45
townhall.com : weeklystandard.com : 137
townhall.com : thenation.com : 1890
townhall.com : spiegel.de : 3
huffingtonpost.com : townhall.com : 883
huffingtonpost.com : ft.com : 5730
huffingtonpost.com : wsj.com : 11600
huffingtonpost.com : theatlantic.com : 8250
huffingtonpost.com : factcheck.org : 1240
huffingtonpost.com : washingtonpost.com : 5140
huffingtonpost.com : nytimes.com : 16100
huffingtonpost.com : economist.com : 5920
huffingtonpost.com : theguardian.com : 110
huffingtonpost.com : lawfareblog.com : 5
huffingtonpost.com : econlib.org : 5
huffingtonpost.com : hoover.org : 591
huffingtonpost.com : fivethirtyeight.com : 391
huffingtonpost.com : nationalreview.com : 1190
huffingtonpost.com : slate.com : 42100
huffingtonpost.com : motherjones.com : 3850
huffingtonpost.com : csmonitor.com : 771
huffingtonpost.com : dailykos.com : 1940
huffingtonpost.com : brookings.edu : 1120
huffingtonpost.com : weeklystandard.com : 437
huffingtonpost.com : thenation.com : 41200
huffingtonpost.com : spiegel.de : 572
ft.com : townhall.com : 4
ft.com : huffingtonpost.com : 27
ft.com : wsj.com : 875
ft.com : theatlantic.com : 24400
ft.com : factcheck.org : 8
ft.com : washingtonpost.com : 35
ft.com : nytimes.com : 719
ft.com : economist.com : 3810
ft.com : theguardian.com : 5
ft.com : lawfareblog.com : 3
ft.com : econlib.org : 0
ft.com : hoover.org : 82
ft.com : fivethirtyeight.com : 79
ft.com : nationalreview.com : 15
ft.com : slate.com : 310
ft.com : motherjones.com : 8
ft.com : csmonitor.com : 0
ft.com : dailykos.com : 144
ft.com : brookings.edu : 1880
ft.com : weeklystandard.com : 311
ft.com : thenation.com : 9510
ft.com : spiegel.de : 642
wsj.com : townhall.com : 88
wsj.com : huffingtonpost.com : 92
wsj.com : ft.com : 3300
wsj.com : theatlantic.com : 3970
wsj.com : factcheck.org : 61
wsj.com : washingtonpost.com : 490
wsj.com : nytimes.com : 2470
wsj.com : economist.com : 14100
wsj.com : theguardian.com : 154
wsj.com : lawfareblog.com : 7
wsj.com : econlib.org : 7
wsj.com : hoover.org : 57
wsj.com : fivethirtyeight.com : 49
wsj.com : nationalreview.com : 825
wsj.com : slate.com : 7610
wsj.com : motherjones.com : 187
wsj.com : csmonitor.com : 7
wsj.com : dailykos.com : 122
wsj.com : brookings.edu : 1630
wsj.com : weeklystandard.com : 325
wsj.com : thenation.com : 34100
wsj.com : spiegel.de : 299
theatlantic.com : townhall.com : 24
theatlantic.com : huffingtonpost.com : 9
theatlantic.com : ft.com : 192
theatlantic.com : wsj.com : 1420
theatlantic.com : factcheck.org : 30
theatlantic.com : washingtonpost.com : 29
theatlantic.com : nytimes.com : 531
theatlantic.com : economist.com : 1090
theatlantic.com : theguardian.com : 4
theatlantic.com : lawfareblog.com : 3
theatlantic.com : econlib.org : 0
theatlantic.com : hoover.org : 36
theatlantic.com : fivethirtyeight.com : 9
theatlantic.com : nationalreview.com : 255
theatlantic.com : slate.com : 957
theatlantic.com : motherjones.com : 89
theatlantic.com : csmonitor.com : 3
theatlantic.com : dailykos.com : 81
theatlantic.com : brookings.edu : 174
theatlantic.com : weeklystandard.com : 181
theatlantic.com : thenation.com : 2160
theatlantic.com : spiegel.de : 31
factcheck.org : townhall.com : 3
factcheck.org : huffingtonpost.com : 0
factcheck.org : ft.com : 7
factcheck.org : wsj.com : 33
factcheck.org : theatlantic.com : 6
factcheck.org : washingtonpost.com : 7
factcheck.org : nytimes.com : 6
factcheck.org : economist.com : 9
factcheck.org : theguardian.com : 0
factcheck.org : lawfareblog.com : 0
factcheck.org : econlib.org : 0
factcheck.org : hoover.org : 6
factcheck.org : fivethirtyeight.com : 0
factcheck.org : nationalreview.com : 29
factcheck.org : slate.com : 4
factcheck.org : motherjones.com : 5
factcheck.org : csmonitor.com : 0
factcheck.org : dailykos.com : 0
factcheck.org : brookings.edu : 19
factcheck.org : weeklystandard.com : 9
factcheck.org : thenation.com : 123
factcheck.org : spiegel.de : 0
washingtonpost.com : townhall.com : 8140
washingtonpost.com : huffingtonpost.com : 23500
washingtonpost.com : ft.com : 4850
washingtonpost.com : wsj.com : 13400
washingtonpost.com : theatlantic.com : 34600
washingtonpost.com : factcheck.org : 1880
washingtonpost.com : nytimes.com : 74300
washingtonpost.com : economist.com : 3970
washingtonpost.com : theguardian.com : 57
washingtonpost.com : lawfareblog.com : 3
washingtonpost.com : econlib.org : 19
washingtonpost.com : hoover.org : 16000
washingtonpost.com : fivethirtyeight.com : 735
washingtonpost.com : nationalreview.com : 10800
washingtonpost.com : slate.com : 458000
washingtonpost.com : motherjones.com : 2720
washingtonpost.com : csmonitor.com : 830
washingtonpost.com : dailykos.com : 24100
washingtonpost.com : brookings.edu : 11600
washingtonpost.com : weeklystandard.com : 4800
washingtonpost.com : thenation.com : 860000
washingtonpost.com : spiegel.de : 490
nytimes.com : townhall.com : 718
nytimes.com : huffingtonpost.com : 3290
nytimes.com : ft.com : 4820
nytimes.com : wsj.com : 9140
nytimes.com : theatlantic.com : 48600
nytimes.com : factcheck.org : 917
nytimes.com : washingtonpost.com : 3510
nytimes.com : economist.com : 9410
nytimes.com : theguardian.com : 91
nytimes.com : lawfareblog.com : 5
nytimes.com : econlib.org : 2
nytimes.com : hoover.org : 792
nytimes.com : fivethirtyeight.com : 646
nytimes.com : nationalreview.com : 4090
nytimes.com : slate.com : 8950
nytimes.com : motherjones.com : 403
nytimes.com : csmonitor.com : 73
nytimes.com : dailykos.com : 315
nytimes.com : brookings.edu : 10800
nytimes.com : weeklystandard.com : 2250
nytimes.com : thenation.com : 39700
nytimes.com : spiegel.de : 1590
economist.com : townhall.com : 9
economist.com : huffingtonpost.com : 136
economist.com : ft.com : 569
economist.com : wsj.com : 596
economist.com : theatlantic.com : 11700
economist.com : factcheck.org : 35
economist.com : washingtonpost.com : 196
economist.com : nytimes.com : 6260
economist.com : theguardian.com : 186
economist.com : lawfareblog.com : 3
economist.com : econlib.org : 23
economist.com : hoover.org : 147
economist.com : fivethirtyeight.com : 414
economist.com : nationalreview.com : 2270
economist.com : slate.com : 486
economist.com : motherjones.com : 1680
economist.com : csmonitor.com : 24
economist.com : dailykos.com : 120
economist.com : brookings.edu : 371
economist.com : weeklystandard.com : 854
economist.com : thenation.com : 2690
economist.com : spiegel.de : 181
theguardian.com : townhall.com : 89
theguardian.com : huffingtonpost.com : 613
theguardian.com : ft.com : 11200
theguardian.com : wsj.com : 5270
theguardian.com : theatlantic.com : 40100
theguardian.com : factcheck.org : 97
theguardian.com : washingtonpost.com : 422
theguardian.com : nytimes.com : 2900
theguardian.com : economist.com : 13600
theguardian.com : lawfareblog.com : 4
theguardian.com : econlib.org : 4
theguardian.com : hoover.org : 102
theguardian.com : fivethirtyeight.com : 209
theguardian.com : nationalreview.com : 689
theguardian.com : slate.com : 6000
theguardian.com : motherjones.com : 364
theguardian.com : csmonitor.com : 31
theguardian.com : dailykos.com : 307
theguardian.com : brookings.edu : 639
theguardian.com : weeklystandard.com : 178
theguardian.com : thenation.com : 32100
theguardian.com : spiegel.de : 1050
lawfareblog.com : townhall.com : 0
lawfareblog.com : huffingtonpost.com : 6
lawfareblog.com : ft.com : 46
lawfareblog.com : wsj.com : 287
lawfareblog.com : theatlantic.com : 1700
lawfareblog.com : factcheck.org : 2
lawfareblog.com : washingtonpost.com : 11
lawfareblog.com : nytimes.com : 19
lawfareblog.com : economist.com : 88
lawfareblog.com : theguardian.com : 5
lawfareblog.com : econlib.org : 0
lawfareblog.com : hoover.org : 48
lawfareblog.com : fivethirtyeight.com : 5
lawfareblog.com : nationalreview.com : 146
lawfareblog.com : slate.com : 756
lawfareblog.com : motherjones.com : 100
lawfareblog.com : csmonitor.com : 0
lawfareblog.com : dailykos.com : 2
lawfareblog.com : brookings.edu : 3240
lawfareblog.com : weeklystandard.com : 31
lawfareblog.com : thenation.com : 1570
lawfareblog.com : spiegel.de : 9
econlib.org : townhall.com : 31
econlib.org : huffingtonpost.com : 14
econlib.org : ft.com : 94
econlib.org : wsj.com : 689
econlib.org : theatlantic.com : 227
econlib.org : factcheck.org : 21
econlib.org : washingtonpost.com : 50
econlib.org : nytimes.com : 210
econlib.org : economist.com : 2860
econlib.org : theguardian.com : 2
econlib.org : lawfareblog.com : 0
econlib.org : hoover.org : 442
econlib.org : fivethirtyeight.com : 10
econlib.org : nationalreview.com : 138
econlib.org : slate.com : 164
econlib.org : motherjones.com : 13
econlib.org : csmonitor.com : 4
econlib.org : dailykos.com : 20
econlib.org : brookings.edu : 117
econlib.org : weeklystandard.com : 23
econlib.org : thenation.com : 959
econlib.org : spiegel.de : 6
hoover.org : townhall.com : 9
hoover.org : huffingtonpost.com : 0
hoover.org : ft.com : 8
hoover.org : wsj.com : 118
hoover.org : theatlantic.com : 93
hoover.org : factcheck.org : 0
hoover.org : washingtonpost.com : 9
hoover.org : nytimes.com : 23
hoover.org : economist.com : 134
hoover.org : theguardian.com : 0
hoover.org : lawfareblog.com : 6
hoover.org : econlib.org : 0
hoover.org : fivethirtyeight.com : 0
hoover.org : nationalreview.com : 106
hoover.org : slate.com : 22
hoover.org : motherjones.com : 0
hoover.org : csmonitor.com : 0
hoover.org : dailykos.com : 2
hoover.org : brookings.edu : 169
hoover.org : weeklystandard.com : 40
hoover.org : thenation.com : 451
hoover.org : spiegel.de : 2
fivethirtyeight.com : townhall.com : 0
fivethirtyeight.com : huffingtonpost.com : 4
fivethirtyeight.com : ft.com : 6
fivethirtyeight.com : wsj.com : 37
fivethirtyeight.com : theatlantic.com : 10
fivethirtyeight.com : factcheck.org : 0
fivethirtyeight.com : washingtonpost.com : 9
fivethirtyeight.com : nytimes.com : 9
fivethirtyeight.com : economist.com : 38
fivethirtyeight.com : theguardian.com : 0
fivethirtyeight.com : lawfareblog.com : 0
fivethirtyeight.com : econlib.org : 0
fivethirtyeight.com : hoover.org : 0
fivethirtyeight.com : nationalreview.com : 6
fivethirtyeight.com : slate.com : 20
fivethirtyeight.com : motherjones.com : 2
fivethirtyeight.com : csmonitor.com : 0
fivethirtyeight.com : dailykos.com : 18
fivethirtyeight.com : brookings.edu : 3
fivethirtyeight.com : weeklystandard.com : 4
fivethirtyeight.com : thenation.com : 46
fivethirtyeight.com : spiegel.de : 0
nationalreview.com : townhall.com : 143
nationalreview.com : huffingtonpost.com : 41
nationalreview.com : ft.com : 154
nationalreview.com : wsj.com : 1520
nationalreview.com : theatlantic.com : 548
nationalreview.com : factcheck.org : 69
nationalreview.com : washingtonpost.com : 94
nationalreview.com : nytimes.com : 135
nationalreview.com : economist.com : 948
nationalreview.com : theguardian.com : 10
nationalreview.com : lawfareblog.com : 0
nationalreview.com : econlib.org : 4
nationalreview.com : hoover.org : 261
nationalreview.com : fivethirtyeight.com : 34
nationalreview.com : slate.com : 825
nationalreview.com : motherjones.com : 199
nationalreview.com : csmonitor.com : 0
nationalreview.com : dailykos.com : 176
nationalreview.com : brookings.edu : 268
